Id,plant_nr,plant_id,branch_nr,branch_id,flower_nr,flower_id,n_seeds,n_unfertilized_ovules,comment
19,3,19_3,3,19_3_3,23,19_3_3_23,1,3,
19,3,19_3,3,19_3_3,24,19_3_3_24,1,3,
19,3,19_3,3,19_3_3,25,19_3_3_25,1,3,
19,3,19_3,3,19_3_3,26,19_3_3_26,2,2,
19,3,19_3,3,19_3_3,27,19_3_3_27,1,3,
19,3,19_3,3,19_3_3,28,19_3_3_28,1,3,
19,3,19_3,3,19_3_3,29,19_3_3_29,3,1,
19,3,19_3,3,19_3_3,30,19_3_3_30,2,2,
19,3,19_3,3,19_3_3,31,19_3_3_31,1,3,
19,3,19_3,3,19_3_3,32,19_3_3_32,3,1,
19,3,19_3,3,19_3_3,33,19_3_3_33,1,3,
19,3,19_3,3,19_3_3,34,19_3_3_34,1,3,
19,3,19_3,3,19_3_3,35,19_3_3_35,2,2,
19,3,19_3,3,19_3_3,36,19_3_3_36,1,3,
19,3,19_3,3,19_3_3,37,19_3_3_37,1,3,
19,3,19_3,3,19_3_3,38,19_3_3_38,1,3,
19,3,19_3,3,19_3_3,39,19_3_3_39,1,3,
19,3,19_3,3,19_3_3,40,19_3_3_40,2,2,
19,3,19_3,3,19_3_3,41,19_3_3_41,2,2,
19,3,19_3,3,19_3_3,42,19_3_3_42,1,3,
19,3,19_3,3,19_3_3,43,19_3_3_43,1,3,
19,3,19_3,3,19_3_3,44,19_3_3_44,1,3,
19,3,19_3,3,19_3_3,45,19_3_3_45,1,3,
19,3,19_3,3,19_3_3,46,19_3_3_46,1,3,
19,3,19_3,3,19_3_3,47,19_3_3_47,1,3,
19,3,19_3,3,19_3_3,48,19_3_3_48,2,2,
19,3,19_3,3,19_3_3,49,19_3_3_49,1,3,
19,3,19_3,3,19_3_3,50,19_3_3_50,1,3,
19,3,19_3,3,19_3_3,51,19_3_3_51,1,3,
19,3,19_3,3,19_3_3,52,19_3_3_52,1,3,
19,3,19_3,3,19_3_3,53,19_3_3_53,2,2,
19,3,19_3,3,19_3_3,54,19_3_3_54,1,3,
19,3,19_3,3,19_3_3,55,19_3_3_55,1,3,
19,3,19_3,3,19_3_3,56,19_3_3_56,1,3,
19,3,19_3,3,19_3_3,57,19_3_3_57,1,3,
25,1,25_1,1,25_1_1,1,25_1_1_1,4,0,
25,1,25_1,1,25_1_1,2,25_1_1_2,3,1,
25,1,25_1,1,25_1_1,3,25_1_1_3,2,2,
25,1,25_1,1,25_1_1,4,25_1_1_4,2,2,
25,1,25_1,1,25_1_1,5,25_1_1_5,3,1,
25,1,25_1,1,25_1_1,6,25_1_1_6,2,2,
25,1,25_1,1,25_1_1,7,25_1_1_7,3,1,
25,1,25_1,1,25_1_1,8,25_1_1_8,3,1,
25,1,25_1,1,25_1_1,9,25_1_1_9,2,2,
25,1,25_1,1,25_1_1,10,25_1_1_10,2,2,
25,1,25_1,1,25_1_1,11,25_1_1_11,2,2,
25,1,25_1,1,25_1_1,12,25_1_1_12,2,2,
25,1,25_1,1,25_1_1,13,25_1_1_13,1,3,
25,1,25_1,1,25_1_1,14,25_1_1_14,1,3,
25,1,25_1,1,25_1_1,15,25_1_1_15,1,3,
25,1,25_1,1,25_1_1,16,25_1_1_16,1,3,
25,1,25_1,1,25_1_1,17,25_1_1_17,1,3,
25,1,25_1,1,25_1_1,18,25_1_1_18,1,3,
25,1,25_1,1,25_1_1,19,25_1_1_19,2,2,
25,1,25_1,1,25_1_1,20,25_1_1_20,1,3,
25,1,25_1,1,25_1_1,21,25_1_1_21,1,3,
25,1,25_1,1,25_1_1,22,25_1_1_22,1,3,
25,1,25_1,1,25_1_1,23,25_1_1_23,1,3,
25,1,25_1,1,25_1_1,24,25_1_1_24,1,3,
25,1,25_1,2,25_1_2,1,25_1_2_1,2,2,
25,1,25_1,2,25_1_2,2,25_1_2_2,2,2,
25,1,25_1,2,25_1_2,3,25_1_2_3,3,1,
25,1,25_1,2,25_1_2,4,25_1_2_4,1,3,
25,1,25_1,2,25_1_2,5,25_1_2_5,1,3,
25,1,25_1,2,25_1_2,6,25_1_2_6,1,3,
25,1,25_1,2,25_1_2,7,25_1_2_7,1,3,
25,1,25_1,2,25_1_2,8,25_1_2_8,1,3,
25,1,25_1,2,25_1_2,9,25_1_2_9,3,1,
25,1,25_1,2,25_1_2,10,25_1_2_10,2,2,
25,1,25_1,2,25_1_2,11,25_1_2_11,3,1,
25,1,25_1,2,25_1_2,12,25_1_2_12,1,3,
25,1,25_1,2,25_1_2,13,25_1_2_13,2,2,
25,1,25_1,2,25_1_2,14,25_1_2_14,2,2,
25,1,25_1,2,25_1_2,15,25_1_2_15,2,2,
25,1,25_1,2,25_1_2,16,25_1_2_16,1,3,
25,1,25_1,2,25_1_2,17,25_1_2_17,1,3,
25,1,25_1,2,25_1_2,18,25_1_2_18,2,2,
25,1,25_1,2,25_1_2,19,25_1_2_19,1,3,
25,1,25_1,2,25_1_2,20,25_1_2_20,1,3,
25,1,25_1,2,25_1_2,21,25_1_2_21,3,1,
25,1,25_1,2,25_1_2,22,25_1_2_22,3,1,
25,1,25_1,2,25_1_2,23,25_1_2_23,3,1,
25,1,25_1,2,25_1_2,24,25_1_2_24,3,1,
25,1,25_1,2,25_1_2,25,25_1_2_25,2,2,
25,1,25_1,2,25_1_2,26,25_1_2_26,1,3,
25,1,25_1,2,25_1_2,27,25_1_2_27,1,3,
25,1,25_1,2,25_1_2,28,25_1_2_28,2,2,
25,1,25_1,2,25_1_2,29,25_1_2_29,1,3,
25,1,25_1,2,25_1_2,30,25_1_2_30,2,2,
25,1,25_1,2,25_1_2,31,25_1_2_31,2,2,
25,1,25_1,2,25_1_2,32,25_1_2_32,1,3,
25,1,25_1,2,25_1_2,33,25_1_2_33,1,3,
25,1,25_1,2,25_1_2,34,25_1_2_34,1,3,
25,1,25_1,2,25_1_2,35,25_1_2_35,1,3,
25,1,25_1,2,25_1_2,36,25_1_2_36,1,3,
25,1,25_1,2,25_1_2,37,25_1_2_37,3,1,
25,1,25_1,2,25_1_2,38,25_1_2_38,2,2,
25,1,25_1,2,25_1_2,39,25_1_2_39,1,3,
25,1,25_1,2,25_1_2,40,25_1_2_40,2,2,
25,1,25_1,2,25_1_2,41,25_1_2_41,2,2,
25,1,25_1,2,25_1_2,42,25_1_2_42,1,3,
25,1,25_1,2,25_1_2,43,25_1_2_43,3,1,
25,1,25_1,2,25_1_2,44,25_1_2_44,2,2,
25,1,25_1,2,25_1_2,45,25_1_2_45,1,3,
25,1,25_1,2,25_1_2,46,25_1_2_46,3,1,
25,1,25_1,2,25_1_2,47,25_1_2_47,2,2,
25,1,25_1,2,25_1_2,48,25_1_2_48,2,2,
25,1,25_1,2,25_1_2,49,25_1_2_49,2,2,
25,1,25_1,2,25_1_2,50,25_1_2_50,1,3,
25,1,25_1,2,25_1_2,51,25_1_2_51,1,3,
25,1,25_1,2,25_1_2,52,25_1_2_52,3,1,
25,1,25_1,2,25_1_2,53,25_1_2_53,1,3,
25,1,25_1,2,25_1_2,54,25_1_2_54,3,1,
25,1,25_1,2,25_1_2,55,25_1_2_55,2,2,
25,1,25_1,2,25_1_2,56,25_1_2_56,2,2,
25,1,25_1,2,25_1_2,57,25_1_2_57,3,1,
25,1,25_1,2,25_1_2,58,25_1_2_58,1,3,
25,1,25_1,2,25_1_2,59,25_1_2_59,2,2,
25,1,25_1,2,25_1_2,60,25_1_2_60,1,3,
25,1,25_1,2,25_1_2,61,25_1_2_61,1,3,
25,1,25_1,2,25_1_2,62,25_1_2_62,1,3,
25,1,25_1,2,25_1_2,63,25_1_2_63,1,3,
25,1,25_1,2,25_1_2,64,25_1_2_64,2,2,
25,1,25_1,2,25_1_2,65,25_1_2_65,1,3,
25,1,25_1,2,25_1_2,66,25_1_2_66,1,3,
25,1,25_1,2,25_1_2,67,25_1_2_67,2,2,
25,1,25_1,2,25_1_2,68,25_1_2_68,1,3,
25,1,25_1,2,25_1_2,69,25_1_2_69,1,3,
25,1,25_1,2,25_1_2,70,25_1_2_70,1,3,
25,1,25_1,2,25_1_2,71,25_1_2_71,1,3,
25,1,25_1,2,25_1_2,72,25_1_2_72,1,3,
25,1,25_1,2,25_1_2,73,25_1_2_73,1,3,
25,1,25_1,2,25_1_2,74,25_1_2_74,1,3,
25,1,25_1,2,25_1_2,75,25_1_2_75,1,3,
25,1,25_1,2,25_1_2,76,25_1_2_76,2,2,
25,1,25_1,2,25_1_2,77,25_1_2_77,1,3,
25,1,25_1,2,25_1_2,78,25_1_2_78,1,3,
25,2,25_2,1,25_2_1,1,25_2_1_1,1,3,
25,2,25_2,1,25_2_1,2,25_2_1_2,2,2,
25,2,25_2,1,25_2_1,3,25_2_1_3,1,3,
25,2,25_2,1,25_2_1,4,25_2_1_4,1,3,
25,2,25_2,1,25_2_1,5,25_2_1_5,2,2,
25,2,25_2,2,25_2_2,1,25_2_2_1,1,3,
25,2,25_2,2,25_2_2,2,25_2_2_2,3,1,
25,2,25_2,2,25_2_2,3,25_2_2_3,2,2,
25,2,25_2,2,25_2_2,4,25_2_2_4,1,3,
25,2,25_2,2,25_2_2,5,25_2_2_5,1,3,
25,2,25_2,2,25_2_2,6,25_2_2_6,1,3,
25,2,25_2,2,25_2_2,7,25_2_2_7,1,3,
25,2,25_2,2,25_2_2,8,25_2_2_8,1,3,
25,2,25_2,2,25_2_2,9,25_2_2_9,1,3,
25,2,25_2,2,25_2_2,10,25_2_2_10,1,3,
25,2,25_2,2,25_2_2,11,25_2_2_11,2,2,
25,2,25_2,2,25_2_2,12,25_2_2_12,1,3,
25,2,25_2,2,25_2_2,13,25_2_2_13,3,1,
25,2,25_2,2,25_2_2,14,25_2_2_14,1,3,
25,2,25_2,2,25_2_2,15,25_2_2_15,2,2,
25,2,25_2,2,25_2_2,16,25_2_2_16,1,3,
25,2,25_2,2,25_2_2,17,25_2_2_17,3,1,
25,2,25_2,2,25_2_2,18,25_2_2_18,2,2,
25,2,25_2,2,25_2_2,19,25_2_2_19,3,1,
25,2,25_2,2,25_2_2,20,25_2_2_20,1,3,
25,2,25_2,2,25_2_2,21,25_2_2_21,1,3,
25,2,25_2,2,25_2_2,22,25_2_2_22,2,2,
25,2,25_2,2,25_2_2,23,25_2_2_23,1,3,
25,2,25_2,2,25_2_2,24,25_2_2_24,3,1,
25,2,25_2,2,25_2_2,25,25_2_2_25,1,3,
25,2,25_2,2,25_2_2,26,25_2_2_26,1,3,
25,2,25_2,2,25_2_2,27,25_2_2_27,1,3,
25,2,25_2,2,25_2_2,28,25_2_2_28,1,3,
25,2,25_2,2,25_2_2,29,25_2_2_29,1,3,
25,2,25_2,2,25_2_2,30,25_2_2_30,1,3,
25,2,25_2,2,25_2_2,31,25_2_2_31,3,1,
25,2,25_2,2,25_2_2,32,25_2_2_32,1,3,
25,2,25_2,2,25_2_2,33,25_2_2_33,3,1,
25,2,25_2,2,25_2_2,34,25_2_2_34,3,1,
25,2,25_2,2,25_2_2,35,25_2_2_35,3,1,
25,2,25_2,2,25_2_2,36,25_2_2_36,3,1,
25,2,25_2,2,25_2_2,37,25_2_2_37,4,0,
25,2,25_2,2,25_2_2,38,25_2_2_38,1,3,
25,2,25_2,2,25_2_2,39,25_2_2_39,1,3,
25,2,25_2,2,25_2_2,40,25_2_2_40,2,2,
25,2,25_2,2,25_2_2,41,25_2_2_41,2,2,
25,2,25_2,2,25_2_2,42,25_2_2_42,1,3,
25,2,25_2,2,25_2_2,43,25_2_2_43,1,3,
25,2,25_2,2,25_2_2,44,25_2_2_44,2,2,
25,2,25_2,2,25_2_2,45,25_2_2_45,1,3,
25,2,25_2,2,25_2_2,46,25_2_2_46,4,0,
25,2,25_2,2,25_2_2,47,25_2_2_47,1,3,
25,2,25_2,2,25_2_2,48,25_2_2_48,4,0,
25,2,25_2,2,25_2_2,49,25_2_2_49,1,3,
25,2,25_2,2,25_2_2,50,25_2_2_50,4,0,
25,2,25_2,2,25_2_2,51,25_2_2_51,4,0,
25,2,25_2,2,25_2_2,52,25_2_2_52,1,3,
25,2,25_2,2,25_2_2,53,25_2_2_53,1,3,
25,2,25_2,2,25_2_2,54,25_2_2_54,2,2,
25,2,25_2,2,25_2_2,55,25_2_2_55,1,3,
25,2,25_2,2,25_2_2,56,25_2_2_56,1,3,
25,2,25_2,2,25_2_2,57,25_2_2_57,2,2,
25,2,25_2,2,25_2_2,58,25_2_2_58,1,3,
25,2,25_2,2,25_2_2,59,25_2_2_59,1,3,
25,2,25_2,2,25_2_2,60,25_2_2_60,2,2,
25,2,25_2,2,25_2_2,61,25_2_2_61,1,3,
25,2,25_2,2,25_2_2,62,25_2_2_62,3,1,
25,2,25_2,2,25_2_2,63,25_2_2_63,2,2,
25,2,25_2,2,25_2_2,64,25_2_2_64,2,2,
25,2,25_2,2,25_2_2,65,25_2_2_65,3,1,
25,2,25_2,2,25_2_2,66,25_2_2_66,1,3,
25,2,25_2,2,25_2_2,67,25_2_2_67,3,1,
25,2,25_2,2,25_2_2,68,25_2_2_68,2,2,
25,2,25_2,2,25_2_2,69,25_2_2_69,4,0,
25,2,25_2,2,25_2_2,70,25_2_2_70,2,2,
25,2,25_2,2,25_2_2,71,25_2_2_71,1,3,
25,2,25_2,2,25_2_2,72,25_2_2_72,1,3,
25,2,25_2,2,25_2_2,73,25_2_2_73,3,1,
25,2,25_2,2,25_2_2,74,25_2_2_74,1,3,
25,2,25_2,2,25_2_2,75,25_2_2_75,4,0,
25,2,25_2,2,25_2_2,76,25_2_2_76,2,2,
25,2,25_2,2,25_2_2,77,25_2_2_77,1,3,
25,2,25_2,2,25_2_2,78,25_2_2_78,1,3,
25,2,25_2,2,25_2_2,79,25_2_2_79,2,2,
25,2,25_2,2,25_2_2,80,25_2_2_80,1,3,
25,2,25_2,2,25_2_2,81,25_2_2_81,2,2,
25,2,25_2,2,25_2_2,82,25_2_2_82,1,3,
25,2,25_2,2,25_2_2,83,25_2_2_83,1,3,
25,2,25_2,2,25_2_2,84,25_2_2_84,2,2,
25,2,25_2,2,25_2_2,85,25_2_2_85,3,1,
25,2,25_2,2,25_2_2,86,25_2_2_86,3,1,
25,2,25_2,2,25_2_2,87,25_2_2_87,1,3,
25,2,25_2,2,25_2_2,88,25_2_2_88,1,3,
25,2,25_2,2,25_2_2,89,25_2_2_89,2,2,
25,2,25_2,2,25_2_2,90,25_2_2_90,2,2,
25,2,25_2,2,25_2_2,91,25_2_2_91,3,1,
25,2,25_2,2,25_2_2,92,25_2_2_92,2,2,
25,2,25_2,2,25_2_2,93,25_2_2_93,1,3,
25,2,25_2,2,25_2_2,94,25_2_2_94,1,3,
25,2,25_2,2,25_2_2,95,25_2_2_95,2,2,
25,2,25_2,2,25_2_2,96,25_2_2_96,3,1,
25,2,25_2,2,25_2_2,97,25_2_2_97,3,1,
25,2,25_2,2,25_2_2,98,25_2_2_98,1,3,
25,2,25_2,2,25_2_2,99,25_2_2_99,1,3,
25,2,25_2,2,25_2_2,100,25_2_2_100,2,2,
25,3,25_3,1,25_3_1,1,25_3_1_1,1,3,
25,3,25_3,1,25_3_1,2,25_3_1_2,2,2,
25,3,25_3,1,25_3_1,3,25_3_1_3,2,2,
25,3,25_3,1,25_3_1,4,25_3_1_4,1,3,
25,3,25_3,1,25_3_1,5,25_3_1_5,1,3,
25,3,25_3,1,25_3_1,6,25_3_1_6,1,3,
25,3,25_3,1,25_3_1,7,25_3_1_7,1,3,
25,3,25_3,1,25_3_1,8,25_3_1_8,2,2,
25,3,25_3,1,25_3_1,9,25_3_1_9,2,2,
25,3,25_3,1,25_3_1,10,25_3_1_10,3,1,
25,3,25_3,1,25_3_1,11,25_3_1_11,2,2,
25,3,25_3,1,25_3_1,12,25_3_1_12,1,3,
25,3,25_3,1,25_3_1,13,25_3_1_13,1,3,
25,3,25_3,1,25_3_1,14,25_3_1_14,1,3,
25,3,25_3,1,25_3_1,15,25_3_1_15,1,3,
25,3,25_3,1,25_3_1,16,25_3_1_16,1,3,
25,3,25_3,1,25_3_1,17,25_3_1_17,1,3,
25,3,25_3,1,25_3_1,18,25_3_1_18,2,2,
25,3,25_3,2,25_3_2,1,25_3_2_1,3,1,
25,3,25_3,2,25_3_2,2,25_3_2_2,3,1,
25,3,25_3,2,25_3_2,3,25_3_2_3,2,2,
25,3,25_3,2,25_3_2,4,25_3_2_4,1,3,
25,3,25_3,2,25_3_2,5,25_3_2_5,1,3,
25,3,25_3,2,25_3_2,6,25_3_2_6,3,1,
25,3,25_3,2,25_3_2,7,25_3_2_7,1,3,
25,3,25_3,2,25_3_2,8,25_3_2_8,2,2,
25,3,25_3,2,25_3_2,9,25_3_2_9,2,2,
25,3,25_3,2,25_3_2,10,25_3_2_10,1,3,
25,3,25_3,2,25_3_2,11,25_3_2_11,1,3,
25,3,25_3,2,25_3_2,12,25_3_2_12,1,3,
25,3,25_3,2,25_3_2,13,25_3_2_13,2,2,
25,3,25_3,2,25_3_2,14,25_3_2_14,1,3,
25,3,25_3,3,25_3_3,1,25_3_3_1,3,1,
25,3,25_3,3,25_3_3,2,25_3_3_2,1,3,
25,3,25_3,3,25_3_3,3,25_3_3_3,2,2,
25,3,25_3,3,25_3_3,4,25_3_3_4,1,3,
25,3,25_3,3,25_3_3,5,25_3_3_5,1,3,
25,3,25_3,3,25_3_3,6,25_3_3_6,2,2,
25,3,25_3,3,25_3_3,7,25_3_3_7,2,2,
25,3,25_3,3,25_3_3,8,25_3_3_8,2,2,
25,3,25_3,4,25_3_4,1,25_3_4_1,1,3,
25,3,25_3,4,25_3_4,2,25_3_4_2,2,2,
25,3,25_3,4,25_3_4,3,25_3_4_3,1,3,
25,3,25_3,4,25_3_4,4,25_3_4_4,1,3,
25,3,25_3,4,25_3_4,5,25_3_4_5,1,3,
25,3,25_3,4,25_3_4,6,25_3_4_6,1,3,
25,3,25_3,4,25_3_4,7,25_3_4_7,1,3,
25,3,25_3,4,25_3_4,8,25_3_4_8,1,3,
25,3,25_3,4,25_3_4,9,25_3_4_9,1,3,
25,3,25_3,4,25_3_4,10,25_3_4_10,1,3,
25,3,25_3,4,25_3_4,11,25_3_4_11,2,2,
25,3,25_3,4,25_3_4,12,25_3_4_12,1,3,
25,3,25_3,4,25_3_4,13,25_3_4_13,1,3,
25,3,25_3,4,25_3_4,14,25_3_4_14,1,3,
25,3,25_3,4,25_3_4,15,25_3_4_15,1,3,
25,3,25_3,4,25_3_4,16,25_3_4_16,1,3,
25,3,25_3,4,25_3_4,17,25_3_4_17,3,1,
25,3,25_3,4,25_3_4,18,25_3_4_18,1,3,
25,3,25_3,4,25_3_4,19,25_3_4_19,1,3,
25,3,25_3,4,25_3_4,20,25_3_4_20,1,3,
25,3,25_3,4,25_3_4,21,25_3_4_21,2,2,
25,3,25_3,4,25_3_4,22,25_3_4_22,2,2,
25,3,25_3,4,25_3_4,23,25_3_4_23,2,2,
25,3,25_3,4,25_3_4,24,25_3_4_24,1,3,
25,3,25_3,4,25_3_4,25,25_3_4_25,1,3,
25,3,25_3,4,25_3_4,26,25_3_4_26,1,3,
25,3,25_3,4,25_3_4,27,25_3_4_27,1,3,
25,3,25_3,4,25_3_4,28,25_3_4_28,1,3,
25,3,25_3,4,25_3_4,29,25_3_4_29,1,3,
25,3,25_3,4,25_3_4,30,25_3_4_30,3,1,
25,3,25_3,4,25_3_4,31,25_3_4_31,1,3,
25,3,25_3,4,25_3_4,32,25_3_4_32,1,3,
25,3,25_3,4,25_3_4,33,25_3_4_33,1,3,
25,3,25_3,4,25_3_4,34,25_3_4_34,1,3,
25,3,25_3,4,25_3_4,35,25_3_4_35,1,3,
27,1,27_1,1,27_1_1,1,27_1_1_1,1,3,
27,1,27_1,1,27_1_1,2,27_1_1_2,1,3,
27,1,27_1,1,27_1_1,3,27_1_1_3,1,3,
27,1,27_1,1,27_1_1,4,27_1_1_4,2,2,
27,1,27_1,2,27_1_2,1,27_1_2_1,2,2,
27,2,27_2,1,27_2_1,1,27_2_1_1,1,3,
27,2,27_2,1,27_2_1,2,27_2_1_2,1,3,
27,2,27_2,1,27_2_1,3,27_2_1_3,1,3,
27,2,27_2,1,27_2_1,4,27_2_1_4,1,3,
27,3,27_3,1,27_3_1,1,27_3_1_1,2,2,
27,3,27_3,1,27_3_1,2,27_3_1_2,3,1,
27,3,27_3,1,27_3_1,3,27_3_1_3,2,2,
27,3,27_3,1,27_3_1,4,27_3_1_4,1,3,
27,3,27_3,1,27_3_1,5,27_3_1_5,2,2,
27,3,27_3,1,27_3_1,6,27_3_1_6,2,2,
27,3,27_3,1,27_3_1,7,27_3_1_7,3,1,
27,3,27_3,1,27_3_1,8,27_3_1_8,3,1,
27,3,27_3,1,27_3_1,9,27_3_1_9,2,2,
27,3,27_3,1,27_3_1,10,27_3_1_10,2,2,
27,3,27_3,1,27_3_1,11,27_3_1_11,1,3,
27,3,27_3,1,27_3_1,12,27_3_1_12,1,3,
27,3,27_3,1,27_3_1,13,27_3_1_13,3,1,
27,3,27_3,1,27_3_1,14,27_3_1_14,2,2,
27,3,27_3,1,27_3_1,15,27_3_1_15,1,3,
27,3,27_3,1,27_3_1,16,27_3_1_16,1,3,
27,3,27_3,1,27_3_1,17,27_3_1_17,2,2,
27,3,27_3,1,27_3_1,18,27_3_1_18,1,3,
27,3,27_3,1,27_3_1,19,27_3_1_19,1,3,
27,3,27_3,1,27_3_1,20,27_3_1_20,1,3,
27,3,27_3,1,27_3_1,21,27_3_1_21,1,3,
27,3,27_3,1,27_3_1,22,27_3_1_22,2,2,
27,3,27_3,1,27_3_1,23,27_3_1_23,2,2,
27,3,27_3,1,27_3_1,24,27_3_1_24,1,3,
27,3,27_3,1,27_3_1,25,27_3_1_25,3,1,
27,3,27_3,2,27_3_2,1,27_3_2_1,1,3,
27,3,27_3,2,27_3_2,2,27_3_2_2,1,3,
27,3,27_3,2,27_3_2,3,27_3_2_3,1,3,
27,3,27_3,2,27_3_2,4,27_3_2_4,1,3,
27,3,27_3,2,27_3_2,5,27_3_2_5,1,3,
27,3,27_3,2,27_3_2,6,27_3_2_6,1,3,
27,3,27_3,3,27_3_3,1,27_3_3_1,1,3,
27,3,27_3,3,27_3_3,2,27_3_3_2,1,3,
28,1,28_1,1,28_1_1,2,28_1_1_2,1,3,
28,1,28_1,1,28_1_1,3,28_1_1_3,1,3,
28,1,28_1,1,28_1_1,4,28_1_1_4,1,3,
28,1,28_1,1,28_1_1,5,28_1_1_5,2,2,
28,1,28_1,1,28_1_1,6,28_1_1_6,1,3,
28,1,28_1,1,28_1_1,7,28_1_1_7,1,3,
28,1,28_1,1,28_1_1,8,28_1_1_8,4,0,
28,1,28_1,1,28_1_1,9,28_1_1_9,1,3,
28,1,28_1,1,28_1_1,10,28_1_1_10,2,2,
28,1,28_1,1,28_1_1,11,28_1_1_11,1,3,
28,1,28_1,1,28_1_1,12,28_1_1_12,3,1,
28,1,28_1,1,28_1_1,13,28_1_1_13,1,3,
28,1,28_1,1,28_1_1,14,28_1_1_14,2,2,
28,1,28_1,1,28_1_1,15,28_1_1_15,2,2,
28,1,28_1,1,28_1_1,16,28_1_1_16,2,2,
28,1,28_1,1,28_1_1,17,28_1_1_17,1,3,
28,1,28_1,1,28_1_1,18,28_1_1_18,2,2,
28,1,28_1,1,28_1_1,19,28_1_1_19,2,2,
28,1,28_1,1,28_1_1,20,28_1_1_20,1,3,
28,1,28_1,1,28_1_1,21,28_1_1_21,1,3,
28,1,28_1,1,28_1_1,22,28_1_1_22,2,2,
28,1,28_1,1,28_1_1,23,28_1_1_23,2,2,
28,1,28_1,1,28_1_1,24,28_1_1_24,4,0,
28,1,28_1,1,28_1_1,25,28_1_1_25,2,2,
28,1,28_1,1,28_1_1,26,28_1_1_26,3,1,
28,1,28_1,1,28_1_1,27,28_1_1_27,3,1,
28,1,28_1,1,28_1_1,28,28_1_1_28,3,1,
28,1,28_1,1,28_1_1,29,28_1_1_29,2,2,
28,1,28_1,1,28_1_1,30,28_1_1_30,2,2,
28,1,28_1,1,28_1_1,31,28_1_1_31,1,3,
28,1,28_1,1,28_1_1,32,28_1_1_32,1,3,
28,1,28_1,1,28_1_1,33,28_1_1_33,2,2,
28,1,28_1,1,28_1_1,34,28_1_1_34,1,3,
28,1,28_1,1,28_1_1,35,28_1_1_35,2,2,
28,1,28_1,1,28_1_1,36,28_1_1_36,2,2,
28,1,28_1,1,28_1_1,37,28_1_1_37,4,0,
28,1,28_1,1,28_1_1,38,28_1_1_38,2,2,
28,1,28_1,1,28_1_1,39,28_1_1_39,3,1,
28,1,28_1,1,28_1_1,40,28_1_1_40,1,3,
28,1,28_1,1,28_1_1,41,28_1_1_41,2,2,
28,1,28_1,1,28_1_1,42,28_1_1_42,1,3,
28,1,28_1,1,28_1_1,43,28_1_1_43,2,2,
28,1,28_1,1,28_1_1,44,28_1_1_44,3,1,
28,1,28_1,1,28_1_1,45,28_1_1_45,3,1,
28,1,28_1,1,28_1_1,46,28_1_1_46,1,3,
28,1,28_1,1,28_1_1,47,28_1_1_47,2,2,
28,1,28_1,1,28_1_1,48,28_1_1_48,2,2,
28,1,28_1,1,28_1_1,49,28_1_1_49,3,1,
28,1,28_1,1,28_1_1,50,28_1_1_50,2,2,
28,1,28_1,1,28_1_1,51,28_1_1_51,2,2,
28,1,28_1,1,28_1_1,52,28_1_1_52,1,3,
28,1,28_1,1,28_1_1,53,28_1_1_53,4,0,
28,1,28_1,1,28_1_1,54,28_1_1_54,3,1,
28,1,28_1,1,28_1_1,55,28_1_1_55,1,3,
28,1,28_1,1,28_1_1,56,28_1_1_56,2,2,
28,1,28_1,1,28_1_1,57,28_1_1_57,2,2,
28,1,28_1,1,28_1_1,58,28_1_1_58,1,3,
28,1,28_1,1,28_1_1,59,28_1_1_59,2,2,
28,1,28_1,1,28_1_1,60,28_1_1_60,1,3,
28,1,28_1,1,28_1_1,61,28_1_1_61,2,2,
28,1,28_1,1,28_1_1,62,28_1_1_62,4,0,
28,1,28_1,1,28_1_1,63,28_1_1_63,1,3,
28,1,28_1,1,28_1_1,64,28_1_1_64,2,2,
28,1,28_1,1,28_1_1,65,28_1_1_65,2,2,
28,1,28_1,1,28_1_1,66,28_1_1_66,2,2,
28,1,28_1,1,28_1_1,67,28_1_1_67,4,0,
28,1,28_1,1,28_1_1,68,28_1_1_68,3,1,
28,1,28_1,1,28_1_1,69,28_1_1_69,2,2,
28,1,28_1,1,28_1_1,70,28_1_1_70,3,1,
28,1,28_1,1,28_1_1,71,28_1_1_71,1,3,
28,1,28_1,1,28_1_1,72,28_1_1_72,2,2,
28,1,28_1,1,28_1_1,73,28_1_1_73,4,0,
28,1,28_1,1,28_1_1,74,28_1_1_74,2,2,
28,1,28_1,1,28_1_1,75,28_1_1_75,2,2,
28,1,28_1,1,28_1_1,76,28_1_1_76,1,3,
28,1,28_1,1,28_1_1,77,28_1_1_77,1,3,
28,1,28_1,1,28_1_1,78,28_1_1_78,1,3,
28,1,28_1,1,28_1_1,79,28_1_1_79,4,0,
28,1,28_1,1,28_1_1,80,28_1_1_80,2,2,
28,1,28_1,1,28_1_1,81,28_1_1_81,2,2,
28,1,28_1,1,28_1_1,82,28_1_1_82,2,2,
28,1,28_1,1,28_1_1,83,28_1_1_83,2,2,
28,1,28_1,1,28_1_1,84,28_1_1_84,2,2,
28,1,28_1,1,28_1_1,85,28_1_1_85,2,2,
28,1,28_1,1,28_1_1,86,28_1_1_86,1,3,
28,1,28_1,1,28_1_1,87,28_1_1_87,4,0,
28,1,28_1,1,28_1_1,88,28_1_1_88,1,3,
28,1,28_1,1,28_1_1,89,28_1_1_89,1,3,
28,1,28_1,1,28_1_1,90,28_1_1_90,2,2,
28,1,28_1,1,28_1_1,91,28_1_1_91,1,3,
