Id,plant_nr,plant_id,fruit_nr,fruit_id,n_seeds,excluded,comment
8,1,8_1,13,8_1_13,5,0,
8,1,8_1,14,8_1_14,2,0,
8,1,8_1,15,8_1_15,7,0,
8,1,8_1,16,8_1_16,5,0,
8,1,8_1,17,8_1_17,3,0,
8,1,8_1,18,8_1_18,5,0,
8,1,8_1,19,8_1_19,6,0,
8,1,8_1,20,8_1_20,1,0,
8,1,8_1,21,8_1_21,1,0,
8,1,8_1,22,8_1_22,4,0,
8,1,8_1,23,8_1_23,4,0,
8,1,8_1,24,8_1_24,2,0,
8,1,8_1,25,8_1_25,6,0,
8,1,8_1,26,8_1_26,2,0,
8,1,8_1,27,8_1_27,4,0,
8,1,8_1,28,8_1_28,2,0,
8,1,8_1,29,8_1_29,3,0,
8,1,8_1,30,8_1_30,3,0,
8,1,8_1,31,8_1_31,4,0,
8,1,8_1,32,8_1_32,6,0,
8,1,8_1,33,8_1_33,4,0,
8,1,8_1,34,8_1_34,4,0,
8,1,8_1,35,8_1_35,2,0,
8,1,8_1,36,8_1_36,4,0,
8,1,8_1,37,8_1_37,5,0,
8,1,8_1,38,8_1_38,4,0,
8,1,8_1,39,8_1_39,4,0,
8,1,8_1,40,8_1_40,4,0,
8,1,8_1,41,8_1_41,3,0,
8,1,8_1,42,8_1_42,4,0,
8,1,8_1,43,8_1_43,4,0,
8,1,8_1,44,8_1_44,5,0,
8,1,8_1,45,8_1_45,4,0,
8,1,8_1,46,8_1_46,3,0,
8,1,8_1,47,8_1_47,5,0,
8,1,8_1,48,8_1_48,7,0,
8,1,8_1,49,8_1_49,3,0,
8,1,8_1,50,8_1_50,3,0,
8,2,8_2,1,8_2_1,4,0,
8,2,8_2,2,8_2_2,4,0,
8,2,8_2,3,8_2_3,4,0,
8,2,8_2,4,8_2_4,7,0,
8,2,8_2,5,8_2_5,4,0,
