Id,plant_nr,plant_id,fruit_nr,fruit_id,n_seeds,excluded,comment
8,2,8_2,6,8_2_6,3,0,
8,2,8_2,7,8_2_7,2,0,
8,2,8_2,8,8_2_8,4,0,
8,2,8_2,9,8_2_9,6,0,
8,2,8_2,10,8_2_10,5,0,
8,2,8_2,11,8_2_11,6,0,
8,2,8_2,12,8_2_12,3,0,
8,2,8_2,13,8_2_13,2,0,
8,2,8_2,14,8_2_14,4,0,
8,2,8_2,15,8_2_15,5,0,
8,2,8_2,16,8_2_16,3,0,
8,2,8_2,17,8_2_17,2,0,
8,2,8_2,18,8_2_18,3,0,
8,2,8_2,19,8_2_19,7,0,
8,2,8_2,20,8_2_20,4,0,
8,2,8_2,21,8_2_21,3,0,
8,2,8_2,22,8_2_22,5,0,
8,2,8_2,23,8_2_23,3,0,
8,2,8_2,24,8_2_24,3,0,
8,2,8_2,25,8_2_25,8,0,
8,2,8_2,26,8_2_26,6,0,
8,2,8_2,27,8_2_27,4,0,
8,2,8_2,28,8_2_28,3,0,
8,2,8_2,29,8_2_29,5,0,
8,2,8_2,30,8_2_30,4,0,
8,2,8_2,31,8_2_31,5,0,
8,2,8_2,32,8_2_32,3,0,
8,2,8_2,33,8_2_33,5,0,
8,2,8_2,34,8_2_34,6,0,
8,2,8_2,35,8_2_35,2,0,
8,2,8_2,36,8_2_36,3,0,
8,2,8_2,37,8_2_37,3,0,
8,2,8_2,38,8_2_38,3,0,
8,2,8_2,39,8_2_39,4,0,
8,2,8_2,40,8_2_40,4,0,
8,2,8_2,41,8_2_41,8,0,
8,2,8_2,42,8_2_42,8,0,
8,2,8_2,43,8_2_43,7,0,
8,2,8_2,44,8_2_44,2,0,
8,2,8_2,45,8_2_45,2,0,
8,2,8_2,46,8_2_46,4,0,
8,2,8_2,47,8_2_47,3,0,
8,2,8_2,48,8_2_48,4,0,
8,2,8_2,49,8_2_49,5,0,
8,2,8_2,50,8_2_50,4,0,
8,3,8_3,1,8_3_1,2,0,
8,3,8_3,2,8_3_2,7,0,
8,3,8_3,3,8_3_3,5,0,
8,3,8_3,4,8_3_4,4,0,
8,3,8_3,5,8_3_5,5,0,
8,3,8_3,6,8_3_6,2,0,
8,3,8_3,7,8_3_7,2,0,
8,3,8_3,8,8_3_8,6,0,
8,3,8_3,9,8_3_9,2,0,
8,3,8_3,10,8_3_10,5,0,
8,3,8_3,11,8_3_11,1,0,
8,3,8_3,12,8_3_12,2,0,
8,3,8_3,13,8_3_13,5,0,
8,3,8_3,14,8_3_14,6,0,
8,3,8_3,15,8_3_15,5,0,
8,3,8_3,16,8_3_16,5,0,
8,3,8_3,17,8_3_17,3,0,
8,3,8_3,18,8_3_18,5,0,
8,3,8_3,19,8_3_19,7,0,
8,3,8_3,20,8_3_20,3,0,
8,3,8_3,21,8_3_21,3,0,
8,3,8_3,22,8_3_22,2,0,
8,3,8_3,23,8_3_23,6,0,
8,3,8_3,24,8_3_24,4,0,
8,3,8_3,25,8_3_25,1,0,
8,3,8_3,26,8_3_26,5,0,
8,3,8_3,27,8_3_27,6,0,
8,3,8_3,28,8_3_28,4,0,
8,3,8_3,29,8_3_29,6,0,
8,3,8_3,30,8_3_30,3,0,
8,3,8_3,31,8_3_31,2,0,
8,3,8_3,32,8_3_32,2,0,
8,3,8_3,33,8_3_33,2,0,
8,3,8_3,34,8_3_34,4,0,
8,3,8_3,35,8_3_35,2,0,
8,3,8_3,36,8_3_36,2,0,
8,3,8_3,37,8_3_37,5,0,
8,3,8_3,38,8_3_38,6,0,
8,3,8_3,39,8_3_39,2,0,
8,3,8_3,40,8_3_40,1,0,
8,3,8_3,41,8_3_41,3,0,
8,3,8_3,42,8_3_42,2,0,
8,3,8_3,43,8_3_43,1,0,
8,3,8_3,44,8_3_44,1,0,
8,3,8_3,45,8_3_45,3,0,
8,3,8_3,46,8_3_46,3,0,
8,3,8_3,47,8_3_47,2,0,
8,3,8_3,48,8_3_48,4,0,
8,3,8_3,49,8_3_49,4,0,
8,3,8_3,50,8_3_50,3,0,
8,4,8_4,1,8_4_1,6,0,
8,4,8_4,2,8_4_2,4,0,
8,4,8_4,3,8_4_3,5,0,
8,4,8_4,4,8_4_4,4,0,
8,4,8_4,5,8_4_5,2,0,
8,4,8_4,6,8_4_6,3,0,
8,4,8_4,7,8_4_7,4,0,
8,4,8_4,8,8_4_8,4,0,
8,4,8_4,9,8_4_9,4,0,
8,4,8_4,10,8_4_10,4,0,
8,4,8_4,11,8_4_11,3,0,
8,4,8_4,12,8_4_12,4,0,
8,4,8_4,13,8_4_13,5,0,
8,4,8_4,14,8_4_14,4,0,
8,4,8_4,15,8_4_15,3,0,
8,4,8_4,16,8_4_16,6,0,
8,4,8_4,17,8_4_17,3,0,
8,4,8_4,18,8_4_18,4,0,
8,4,8_4,19,8_4_19,3,0,
8,4,8_4,20,8_4_20,2,0,
8,4,8_4,21,8_4_21,2,0,
8,4,8_4,22,8_4_22,4,0,
8,4,8_4,23,8_4_23,5,0,
8,4,8_4,24,8_4_24,2,0,
8,4,8_4,25,8_4_25,4,0,
8,4,8_4,26,8_4_26,4,0,
8,4,8_4,27,8_4_27,4,0,
8,4,8_4,28,8_4_28,2,0,
8,4,8_4,29,8_4_29,3,0,
8,4,8_4,30,8_4_30,6,0,
8,4,8_4,31,8_4_31,3,0,
8,4,8_4,32,8_4_32,6,0,
8,4,8_4,33,8_4_33,4,0,
8,4,8_4,34,8_4_34,2,0,
8,4,8_4,35,8_4_35,5,0,
8,4,8_4,36,8_4_36,3,0,
8,4,8_4,37,8_4_37,4,0,
8,4,8_4,38,8_4_38,4,0,
8,4,8_4,39,8_4_39,5,0,
8,4,8_4,40,8_4_40,6,0,
8,4,8_4,41,8_4_41,4,0,
8,4,8_4,42,8_4_42,3,0,
8,4,8_4,43,8_4_43,6,0,
8,4,8_4,44,8_4_44,9,0,
8,4,8_4,45,8_4_45,5,0,
8,4,8_4,46,8_4_46,4,0,
8,4,8_4,47,8_4_47,2,0,
8,4,8_4,48,8_4_48,4,0,
8,4,8_4,49,8_4_49,2,0,
8,4,8_4,50,8_4_50,1,0,
8,5,8_5,1,8_5_1,4,0,
8,5,8_5,2,8_5_2,2,0,
8,5,8_5,3,8_5_3,3,0,
8,5,8_5,4,8_5_4,3,0,
8,5,8_5,5,8_5_5,3,0,
8,5,8_5,6,8_5_6,3,0,
8,5,8_5,7,8_5_7,2,0,
8,5,8_5,8,8_5_8,3,0,
8,5,8_5,9,8_5_9,4,0,
8,5,8_5,10,8_5_10,2,0,
8,5,8_5,11,8_5_11,3,0,
8,5,8_5,12,8_5_12,6,0,
8,5,8_5,13,8_5_13,5,0,
8,5,8_5,14,8_5_14,4,0,
8,5,8_5,15,8_5_15,4,0,
8,5,8_5,16,8_5_16,5,0,
8,5,8_5,17,8_5_17,5,0,
8,5,8_5,18,8_5_18,4,0,
8,5,8_5,19,8_5_19,4,0,
8,5,8_5,20,8_5_20,2,0,
8,5,8_5,21,8_5_21,4,0,
8,5,8_5,22,8_5_22,3,0,
8,5,8_5,23,8_5_23,5,0,
8,5,8_5,24,8_5_24,5,0,
8,5,8_5,25,8_5_25,3,0,
8,5,8_5,26,8_5_26,2,0,
8,5,8_5,27,8_5_27,2,0,
8,5,8_5,28,8_5_28,1,0,
8,5,8_5,29,8_5_29,3,0,
8,5,8_5,30,8_5_30,4,0,
8,5,8_5,31,8_5_31,2,0,
8,5,8_5,32,8_5_32,8,0,
8,5,8_5,33,8_5_33,7,0,
8,5,8_5,34,8_5_34,2,0,
8,5,8_5,35,8_5_35,2,0,
8,5,8_5,36,8_5_36,2,0,
8,5,8_5,37,8_5_37,3,0,
8,5,8_5,38,8_5_38,3,0,
8,5,8_5,39,8_5_39,3,0,
8,5,8_5,40,8_5_40,4,0,
8,5,8_5,41,8_5_41,2,0,
8,5,8_5,42,8_5_42,3,0,
8,5,8_5,43,8_5_43,2,0,
8,5,8_5,44,8_5_44,1,0,
8,5,8_5,45,8_5_45,5,0,
8,5,8_5,46,8_5_46,4,0,
8,5,8_5,47,8_5_47,4,0,
8,5,8_5,48,8_5_48,4,0,
8,5,8_5,49,8_5_49,4,0,
8,5,8_5,50,8_5_50,4,0,
8,6,8_6,1,8_6_1,7,0,
8,6,8_6,2,8_6_2,6,0,
8,6,8_6,3,8_6_3,6,0,
8,6,8_6,4,8_6_4,3,0,
8,6,8_6,5,8_6_5,3,0,
8,6,8_6,6,8_6_6,4,0,
8,6,8_6,7,8_6_7,4,0,
8,6,8_6,8,8_6_8,3,0,
8,6,8_6,9,8_6_9,4,0,
8,6,8_6,10,8_6_10,2,0,
8,6,8_6,11,8_6_11,3,0,
8,6,8_6,12,8_6_12,3,0,
8,6,8_6,13,8_6_13,3,0,
8,6,8_6,14,8_6_14,4,0,
8,6,8_6,15,8_6_15,6,0,
8,6,8_6,16,8_6_16,4,0,
8,6,8_6,17,8_6_17,3,0,
8,6,8_6,18,8_6_18,4,0,
8,6,8_6,19,8_6_19,6,0,
8,6,8_6,20,8_6_20,3,0,
8,6,8_6,21,8_6_21,3,0,
8,6,8_6,22,8_6_22,3,0,
8,6,8_6,23,8_6_23,1,0,
8,6,8_6,24,8_6_24,3,0,
8,6,8_6,25,8_6_25,4,0,
8,6,8_6,26,8_6_26,3,0,
8,6,8_6,27,8_6_27,1,0,
8,6,8_6,28,8_6_28,5,0,
8,6,8_6,29,8_6_29,6,0,
8,6,8_6,30,8_6_30,7,0,
8,6,8_6,31,8_6_31,3,0,
8,6,8_6,32,8_6_32,2,0,
8,6,8_6,33,8_6_33,6,0,
8,6,8_6,34,8_6_34,4,0,
8,6,8_6,35,8_6_35,6,0,
8,6,8_6,36,8_6_36,5,0,
8,6,8_6,37,8_6_37,5,0,
8,6,8_6,38,8_6_38,6,0,
8,6,8_6,39,8_6_39,5,0,
8,6,8_6,40,8_6_40,1,0,
8,6,8_6,41,8_6_41,2,0,
8,6,8_6,42,8_6_42,4,0,
8,6,8_6,43,8_6_43,3,0,
8,6,8_6,44,8_6_44,3,0,
8,6,8_6,45,8_6_45,3,0,
8,6,8_6,46,8_6_46,4,0,
8,6,8_6,47,8_6_47,4,0,
8,6,8_6,48,8_6_48,4,0,
8,6,8_6,49,8_6_49,4,0,
8,6,8_6,50,8_6_50,2,0,
11,1,11_1,1,11_1_1,3,0,
11,1,11_1,2,11_1_2,5,0,
11,1,11_1,3,11_1_3,4,0,
11,1,11_1,4,11_1_4,4,0,
11,1,11_1,5,11_1_5,3,0,
11,1,11_1,6,11_1_6,2,0,
11,1,11_1,7,11_1_7,3,0,
11,1,11_1,8,11_1_8,4,0,
11,1,11_1,9,11_1_9,4,0,
11,1,11_1,10,11_1_10,3,0,
11,1,11_1,11,11_1_11,2,0,
11,1,11_1,12,11_1_12,2,0,
11,1,11_1,13,11_1_13,5,0,
11,1,11_1,14,11_1_14,3,0,
11,1,11_1,15,11_1_15,2,0,
11,1,11_1,16,11_1_16,2,0,
11,1,11_1,17,11_1_17,5,0,
11,1,11_1,18,11_1_18,4,0,
11,1,11_1,19,11_1_19,4,0,
11,1,11_1,20,11_1_20,3,0,
11,1,11_1,21,11_1_21,2,0,
11,1,11_1,22,11_1_22,6,0,
11,1,11_1,23,11_1_23,7,0,
11,1,11_1,24,11_1_24,3,0,
11,1,11_1,25,11_1_25,3,0,
11,1,11_1,26,11_1_26,4,0,
11,1,11_1,27,11_1_27,4,0,
11,1,11_1,28,11_1_28,3,0,
11,1,11_1,29,11_1_29,2,0,
11,1,11_1,30,11_1_30,2,0,
11,1,11_1,31,11_1_31,2,0,
11,1,11_1,32,11_1_32,3,0,
11,1,11_1,33,11_1_33,2,0,
11,1,11_1,34,11_1_34,2,0,
11,1,11_1,35,11_1_35,3,0,
11,1,11_1,36,11_1_36,4,0,
11,1,11_1,37,11_1_37,3,0,
11,1,11_1,38,11_1_38,3,0,
11,1,11_1,39,11_1_39,6,0,
11,1,11_1,40,11_1_40,5,0,
11,1,11_1,41,11_1_41,3,0,
11,1,11_1,42,11_1_42,2,0,
11,1,11_1,43,11_1_43,3,0,
11,1,11_1,44,11_1_44,4,0,
11,1,11_1,45,11_1_45,2,0,
11,1,11_1,46,11_1_46,3,0,
11,1,11_1,47,11_1_47,2,0,
11,1,11_1,48,11_1_48,2,0,
11,1,11_1,49,11_1_49,4,0,
11,1,11_1,50,11_1_50,5,0,
11,2,11_2,1,11_2_1,3,0,
11,2,11_2,2,11_2_2,2,0,
11,2,11_2,3,11_2_3,2,0,
11,2,11_2,4,11_2_4,2,0,
11,2,11_2,5,11_2_5,1,0,
11,2,11_2,6,11_2_6,3,0,
11,2,11_2,7,11_2_7,4,0,
11,2,11_2,8,11_2_8,4,0,
11,2,11_2,9,11_2_9,2,0,
11,2,11_2,10,11_2_10,2,0,
11,2,11_2,11,11_2_11,6,0,
11,2,11_2,12,11_2_12,3,0,
11,2,11_2,13,11_2_13,2,0,
11,2,11_2,14,11_2_14,3,0,
11,2,11_2,15,11_2_15,3,0,
11,2,11_2,16,11_2_16,2,0,
11,2,11_2,17,11_2_17,3,0,
11,2,11_2,18,11_2_18,1,0,
11,2,11_2,19,11_2_19,4,0,
11,2,11_2,20,11_2_20,4,0,
11,2,11_2,21,11_2_21,1,0,
11,2,11_2,22,11_2_22,1,0,
11,2,11_2,23,11_2_23,2,0,
11,2,11_2,24,11_2_24,2,0,
11,2,11_2,25,11_2_25,4,0,
11,2,11_2,26,11_2_26,3,0,
11,2,11_2,27,11_2_27,4,0,
11,2,11_2,28,11_2_28,5,0,
11,2,11_2,29,11_2_29,4,0,
11,2,11_2,30,11_2_30,4,0,
11,2,11_2,31,11_2_31,5,0,
11,2,11_2,32,11_2_32,2,0,
11,2,11_2,33,11_2_33,1,0,
11,2,11_2,34,11_2_34,2,0,
11,2,11_2,35,11_2_35,4,0,
11,2,11_2,36,11_2_36,3,0,
11,2,11_2,37,11_2_37,5,0,
11,2,11_2,38,11_2_38,2,0,
11,2,11_2,39,11_2_39,5,0,
11,2,11_2,40,11_2_40,5,0,
11,2,11_2,41,11_2_41,2,0,
11,2,11_2,42,11_2_42,3,0,
11,2,11_2,43,11_2_43,5,0,
11,2,11_2,44,11_2_44,5,0,
11,2,11_2,45,11_2_45,4,0,
11,2,11_2,46,11_2_46,5,0,
11,2,11_2,47,11_2_47,2,0,
11,2,11_2,48,11_2_48,3,0,
11,2,11_2,49,11_2_49,2,0,
11,2,11_2,50,11_2_50,1,0,
11,3,11_3,1,11_3_1,4,0,
11,3,11_3,2,11_3_2,6,0,
11,3,11_3,3,11_3_3,2,0,
11,3,11_3,4,11_3_4,6,0,
11,3,11_3,5,11_3_5,4,0,
11,3,11_3,6,11_3_6,5,0,
11,3,11_3,7,11_3_7,4,0,
11,3,11_3,8,11_3_8,7,0,
11,3,11_3,9,11_3_9,4,0,
11,3,11_3,10,11_3_10,4,0,
11,3,11_3,11,11_3_11,5,0,
11,3,11_3,12,11_3_12,5,0,
11,3,11_3,13,11_3_13,4,0,
11,3,11_3,14,11_3_14,4,0,
11,3,11_3,15,11_3_15,3,0,
11,3,11_3,16,11_3_16,8,0,
11,3,11_3,17,11_3_17,4,0,
11,3,11_3,18,11_3_18,5,0,
11,3,11_3,19,11_3_19,7,0,
11,3,11_3,20,11_3_20,7,0,
11,3,11_3,21,11_3_21,3,0,
11,3,11_3,22,11_3_22,4,0,
11,3,11_3,23,11_3_23,4,0,
11,3,11_3,24,11_3_24,4,0,
11,3,11_3,25,11_3_25,4,0,
11,3,11_3,26,11_3_26,2,0,
11,3,11_3,27,11_3_27,3,0,
11,3,11_3,28,11_3_28,5,0,
11,3,11_3,29,11_3_29,3,0,
11,3,11_3,30,11_3_30,1,0,
11,3,11_3,31,11_3_31,3,0,
11,3,11_3,32,11_3_32,5,0,
11,3,11_3,33,11_3_33,3,0,
11,3,11_3,34,11_3_34,2,0,
11,3,11_3,35,11_3_35,5,0,
11,3,11_3,36,11_3_36,4,0,
11,3,11_3,37,11_3_37,4,0,
11,3,11_3,38,11_3_38,4,0,
11,3,11_3,39,11_3_39,4,0,
11,3,11_3,40,11_3_40,5,0,
11,3,11_3,41,11_3_41,6,0,
11,3,11_3,42,11_3_42,5,0,
11,3,11_3,43,11_3_43,3,0,
11,3,11_3,44,11_3_44,5,0,
11,3,11_3,45,11_3_45,3,0,
11,3,11_3,46,11_3_46,4,0,
11,3,11_3,47,11_3_47,5,0,
11,3,11_3,48,11_3_48,5,0,
11,3,11_3,49,11_3_49,3,0,
11,3,11_3,50,11_3_50,3,0,
11,4,11_4,1,11_4_1,2,0,
11,4,11_4,2,11_4_2,4,0,
11,4,11_4,3,11_4_3,3,0,
11,4,11_4,4,11_4_4,3,0,
11,4,11_4,5,11_4_5,3,0,
11,4,11_4,6,11_4_6,1,0,
11,4,11_4,7,11_4_7,2,0,
11,4,11_4,8,11_4_8,1,0,
11,4,11_4,9,11_4_9,5,0,
11,4,11_4,10,11_4_10,7,0,
11,4,11_4,11,11_4_11,3,0,
11,4,11_4,12,11_4_12,3,0,
11,4,11_4,13,11_4_13,1,0,
11,4,11_4,14,11_4_14,4,0,
11,4,11_4,15,11_4_15,2,0,
11,4,11_4,16,11_4_16,3,0,
11,4,11_4,17,11_4_17,4,0,
11,4,11_4,18,11_4_18,1,0,
11,4,11_4,19,11_4_19,2,0,
11,4,11_4,20,11_4_20,3,0,
11,4,11_4,21,11_4_21,4,0,
11,4,11_4,22,11_4_22,5,0,
11,4,11_4,23,11_4_23,2,0,
11,4,11_4,24,11_4_24,2,0,
11,4,11_4,25,11_4_25,5,0,
11,4,11_4,26,11_4_26,2,0,
11,4,11_4,27,11_4_27,4,0,
11,4,11_4,28,11_4_28,1,0,
11,4,11_4,29,11_4_29,5,0,
11,4,11_4,30,11_4_30,4,0,
11,4,11_4,31,11_4_31,2,0,
11,4,11_4,32,11_4_32,1,0,
11,4,11_4,33,11_4_33,4,0,
11,4,11_4,34,11_4_34,2,0,
11,4,11_4,35,11_4_35,2,0,
11,4,11_4,36,11_4_36,3,0,
11,4,11_4,37,11_4_37,5,0,
11,4,11_4,38,11_4_38,3,0,
11,4,11_4,39,11_4_39,2,0,
11,4,11_4,40,11_4_40,5,0,
11,4,11_4,41,11_4_41,2,0,
11,4,11_4,42,11_4_42,3,0,
11,4,11_4,43,11_4_43,2,0,
11,4,11_4,44,11_4_44,3,0,
11,4,11_4,45,11_4_45,4,0,
11,4,11_4,46,11_4_46,4,0,
11,4,11_4,47,11_4_47,4,0,
11,4,11_4,48,11_4_48,5,0,
11,4,11_4,49,11_4_49,1,0,
11,4,11_4,50,11_4_50,1,0,
11,5,11_5,1,11_5_1,3,0,
11,5,11_5,2,11_5_2,4,0,
11,5,11_5,3,11_5_3,5,0,
11,5,11_5,4,11_5_4,3,0,
11,5,11_5,5,11_5_5,4,0,
11,5,11_5,6,11_5_6,2,0,
11,5,11_5,7,11_5_7,2,0,
11,5,11_5,8,11_5_8,6,0,
11,5,11_5,9,11_5_9,4,0,
11,5,11_5,10,11_5_10,3,0,
11,5,11_5,11,11_5_11,3,0,
11,5,11_5,12,11_5_12,4,0,
11,5,11_5,13,11_5_13,1,0,
11,5,11_5,14,11_5_14,4,0,
11,5,11_5,15,11_5_15,2,0,
11,5,11_5,16,11_5_16,2,0,
11,5,11_5,17,11_5_17,3,0,
11,5,11_5,18,11_5_18,6,0,
11,5,11_5,19,11_5_19,4,0,
11,5,11_5,20,11_5_20,3,0,
11,5,11_5,21,11_5_21,5,0,
11,5,11_5,22,11_5_22,4,0,
11,5,11_5,23,11_5_23,6,0,
11,5,11_5,24,11_5_24,6,0,
11,5,11_5,25,11_5_25,3,0,
11,5,11_5,26,11_5_26,3,0,
11,5,11_5,27,11_5_27,2,0,
11,5,11_5,28,11_5_28,3,0,
11,5,11_5,29,11_5_29,2,0,
11,5,11_5,30,11_5_30,1,0,
11,5,11_5,31,11_5_31,5,0,
11,5,11_5,32,11_5_32,2,0,
11,5,11_5,33,11_5_33,3,0,
11,5,11_5,34,11_5_34,1,0,
11,5,11_5,35,11_5_35,6,0,
11,5,11_5,36,11_5_36,5,0,
11,5,11_5,37,11_5_37,3,0,
11,5,11_5,38,11_5_38,3,0,
11,5,11_5,39,11_5_39,3,0,
11,5,11_5,40,11_5_40,3,0,
11,5,11_5,41,11_5_41,4,0,
11,5,11_5,42,11_5_42,3,0,
11,5,11_5,43,11_5_43,5,0,
11,5,11_5,44,11_5_44,3,0,
11,5,11_5,45,11_5_45,3,0,
11,5,11_5,46,11_5_46,5,0,
11,5,11_5,47,11_5_47,4,0,
11,5,11_5,48,11_5_48,3,0,
11,5,11_5,49,11_5_49,1,0,
11,5,11_5,50,11_5_50,2,0,
11,6,11_6,1,11_6_1,2,0,
11,6,11_6,2,11_6_2,5,0,
11,6,11_6,3,11_6_3,4,0,
11,6,11_6,4,11_6_4,4,0,
11,6,11_6,5,11_6_5,6,0,
11,6,11_6,6,11_6_6,6,0,
11,6,11_6,7,11_6_7,2,0,
11,6,11_6,8,11_6_8,2,0,
11,6,11_6,9,11_6_9,2,0,
11,6,11_6,10,11_6_10,7,0,
11,6,11_6,11,11_6_11,6,0,
11,6,11_6,12,11_6_12,4,0,
11,6,11_6,13,11_6_13,4,0,
11,6,11_6,14,11_6_14,3,0,
11,6,11_6,15,11_6_15,6,0,
11,6,11_6,16,11_6_16,8,0,
11,6,11_6,17,11_6_17,5,0,
11,6,11_6,18,11_6_18,4,0,
11,6,11_6,19,11_6_19,3,0,
11,6,11_6,20,11_6_20,6,0,
11,6,11_6,21,11_6_21,5,0,
11,6,11_6,22,11_6_22,2,0,
11,6,11_6,23,11_6_23,3,0,
11,6,11_6,24,11_6_24,2,0,
11,6,11_6,25,11_6_25,4,0,
11,6,11_6,26,11_6_26,2,0,
11,6,11_6,27,11_6_27,5,0,
11,6,11_6,28,11_6_28,5,0,
11,6,11_6,29,11_6_29,3,0,
11,6,11_6,30,11_6_30,4,0,
11,6,11_6,31,11_6_31,3,0,
11,6,11_6,32,11_6_32,3,0,
11,6,11_6,33,11_6_33,4,0,
11,6,11_6,34,11_6_34,3,0,
11,6,11_6,35,11_6_35,4,0,
11,6,11_6,36,11_6_36,4,0,
11,6,11_6,37,11_6_37,5,0,
11,6,11_6,38,11_6_38,5,0,
11,6,11_6,39,11_6_39,1,0,
11,6,11_6,40,11_6_40,4,0,
11,6,11_6,41,11_6_41,5,0,
11,6,11_6,42,11_6_42,2,0,
11,6,11_6,43,11_6_43,1,0,
11,6,11_6,44,11_6_44,5,0,
11,6,11_6,45,11_6_45,6,0,
11,6,11_6,46,11_6_46,6,0,
11,6,11_6,47,11_6_47,4,0,
11,6,11_6,48,11_6_48,1,0,
11,6,11_6,49,11_6_49,2,0,
11,6,11_6,50,11_6_50,3,0,
17,1,17_1,1,17_1_1,4,0,
17,1,17_1,2,17_1_2,2,0,
17,1,17_1,3,17_1_3,2,0,
17,1,17_1,4,17_1_4,4,0,
17,1,17_1,5,17_1_5,4,0,
17,1,17_1,6,17_1_6,4,0,
17,1,17_1,7,17_1_7,4,0,
17,1,17_1,8,17_1_8,4,0,
17,1,17_1,9,17_1_9,2,0,
17,1,17_1,10,17_1_10,3,0,
17,1,17_1,11,17_1_11,4,0,
17,1,17_1,12,17_1_12,6,0,
17,1,17_1,13,17_1_13,4,0,
17,1,17_1,14,17_1_14,6,0,
17,1,17_1,15,17_1_15,3,0,
17,1,17_1,16,17_1_16,4,0,
17,1,17_1,17,17_1_17,3,0,
17,1,17_1,18,17_1_18,2,0,
17,1,17_1,19,17_1_19,3,0,
17,1,17_1,20,17_1_20,5,0,
17,1,17_1,21,17_1_21,5,0,
17,1,17_1,22,17_1_22,4,0,
17,1,17_1,23,17_1_23,3,0,
17,1,17_1,24,17_1_24,6,0,
17,1,17_1,25,17_1_25,3,0,
17,1,17_1,26,17_1_26,4,0,
17,1,17_1,27,17_1_27,3,0,
17,1,17_1,28,17_1_28,2,0,
17,1,17_1,29,17_1_29,4,0,
17,1,17_1,30,17_1_30,3,0,
17,1,17_1,31,17_1_31,3,0,
17,1,17_1,32,17_1_32,1,0,
17,1,17_1,33,17_1_33,1,0,
17,1,17_1,34,17_1_34,2,0,
17,1,17_1,35,17_1_35,4,0,
17,1,17_1,36,17_1_36,6,0,
17,1,17_1,37,17_1_37,3,0,
17,1,17_1,38,17_1_38,4,0,
17,1,17_1,39,17_1_39,3,0,
17,1,17_1,40,17_1_40,3,0,
17,1,17_1,41,17_1_41,3,0,
17,1,17_1,42,17_1_42,4,0,
17,1,17_1,43,17_1_43,4,0,
17,1,17_1,44,17_1_44,7,0,
17,1,17_1,45,17_1_45,3,0,
17,1,17_1,46,17_1_46,3,0,
17,1,17_1,47,17_1_47,4,0,
17,1,17_1,48,17_1_48,2,0,
17,1,17_1,49,17_1_49,1,0,
17,1,17_1,50,17_1_50,2,0,
17,2,17_2,1,17_2_1,3,0,
17,2,17_2,2,17_2_2,6,0,
17,2,17_2,3,17_2_3,5,0,
17,2,17_2,4,17_2_4,1,0,
17,2,17_2,5,17_2_5,2,0,
17,2,17_2,6,17_2_6,2,0,
17,2,17_2,7,17_2_7,3,0,
17,2,17_2,8,17_2_8,7,0,
17,2,17_2,9,17_2_9,5,0,
17,2,17_2,10,17_2_10,7,0,
17,2,17_2,11,17_2_11,9,0,
17,2,17_2,12,17_2_12,6,0,
17,2,17_2,13,17_2_13,6,0,
17,2,17_2,14,17_2_14,2,0,
17,2,17_2,15,17_2_15,3,0,
17,2,17_2,16,17_2_16,4,0,
17,2,17_2,17,17_2_17,4,0,
17,2,17_2,18,17_2_18,9,0,
17,2,17_2,19,17_2_19,8,0,
17,2,17_2,20,17_2_20,8,0,
17,2,17_2,21,17_2_21,4,0,
17,2,17_2,22,17_2_22,5,0,
17,2,17_2,23,17_2_23,6,0,
17,2,17_2,24,17_2_24,3,0,
17,2,17_2,25,17_2_25,3,0,
17,2,17_2,26,17_2_26,5,0,
17,2,17_2,27,17_2_27,7,0,
17,2,17_2,28,17_2_28,6,0,
17,2,17_2,29,17_2_29,4,0,
17,2,17_2,30,17_2_30,4,0,
17,2,17_2,31,17_2_31,4,0,
17,2,17_2,32,17_2_32,2,0,
17,2,17_2,33,17_2_33,3,0,
17,2,17_2,34,17_2_34,3,0,
17,2,17_2,35,17_2_35,3,0,
17,2,17_2,36,17_2_36,2,0,
17,2,17_2,37,17_2_37,5,0,
17,2,17_2,38,17_2_38,4,0,
17,2,17_2,39,17_2_39,5,0,
17,2,17_2,40,17_2_40,3,0,
17,2,17_2,41,17_2_41,4,0,
17,2,17_2,42,17_2_42,6,0,
17,2,17_2,43,17_2_43,5,0,
17,2,17_2,44,17_2_44,5,0,
17,2,17_2,45,17_2_45,7,0,
17,2,17_2,46,17_2_46,1,0,
17,2,17_2,47,17_2_47,3,0,
17,2,17_2,48,17_2_48,3,0,
17,2,17_2,49,17_2_49,5,0,
17,2,17_2,50,17_2_50,4,0,
17,3,17_3,1,17_3_1,2,0,
17,3,17_3,2,17_3_2,4,0,
17,3,17_3,3,17_3_3,2,0,
17,3,17_3,4,17_3_4,3,0,
17,3,17_3,5,17_3_5,3,0,
17,3,17_3,6,17_3_6,3,0,
17,3,17_3,7,17_3_7,6,0,
17,3,17_3,8,17_3_8,5,0,
17,3,17_3,9,17_3_9,3,0,
17,3,17_3,10,17_3_10,2,0,
17,3,17_3,11,17_3_11,2,0,
17,3,17_3,12,17_3_12,3,0,
17,3,17_3,13,17_3_13,3,0,
17,3,17_3,14,17_3_14,3,0,
17,3,17_3,15,17_3_15,2,0,
17,3,17_3,16,17_3_16,3,0,
17,3,17_3,17,17_3_17,3,0,
17,3,17_3,18,17_3_18,1,0,
17,3,17_3,19,17_3_19,1,0,
